"";"cod_mun";"PIB_PC";"PIB_total";"atvidade_economica"
"335";1703206;17004,32;76825,517;"Administração, defesa, educação e saúde públicas e seguridade social"
"336";1703305;13423,62;63091;"Administração, defesa, educação e saúde públicas e seguridade social"
"337";1703602;16875,46;37109,146;"Administração, defesa, educação e saúde públicas e seguridade social"
"338";1703701;27951,13;153703,237;"Produção florestal, pesca e aquicultura"
"339";1703800;8373,92;93243,545;"Administração, defesa, educação e saúde públicas e seguridade social"
"340";1703826;11281,5;25676,697;"Administração, defesa, educação e saúde públicas e seguridade social"
"341";1703842;29538,91;289333,654;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"342";1703867;77488,15;332889,112;"Comércio e reparação de veículos automotores e motocicletas"
"343";1703883;13805,41;35272,822;"Administração, defesa, educação e saúde públicas e seguridade social"
"344";1703891;9191,64;37272,083;"Administração, defesa, educação e saúde públicas e seguridade social"
"345";1703909;24963,71;131433,956;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"346";1704105;11400,86;32674,857;"Administração, defesa, educação e saúde públicas e seguridade social"
"347";1704600;18478,35;25999,036;"Administração, defesa, educação e saúde públicas e seguridade social"
"348";1705102;19579,81;65866,473;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"349";1705508;18881,73;657820,603;"Administração, defesa, educação e saúde públicas e seguridade social"
"350";1705557;13067,05;63688,806;"Administração, defesa, educação e saúde públicas e seguridade social"
"351";1705607;11583,23;48406,302;"Administração, defesa, educação e saúde públicas e seguridade social"
"352";1706001;16637,32;91987,748;"Administração, defesa, educação e saúde públicas e seguridade social"
"353";1706100;14258,33;105140,922;"Administração, defesa, educação e saúde públicas e seguridade social"
"354";1706258;24191,33;41318,795;"Administração, defesa, educação e saúde públicas e seguridade social"
"355";1706506;22014,24;131821,281;"Administração, defesa, educação e saúde públicas e seguridade social"
"356";1707009;13757,54;299061,319;"Administração, defesa, educação e saúde públicas e seguridade social"
"357";1707108;17108,33;117499,981;"Administração, defesa, educação e saúde públicas e seguridade social"
"358";1707207;13895,55;101242,944;"Administração, defesa, educação e saúde públicas e seguridade social"
"359";1707306;25916,04;122505,132;"Pecuária, inclusive apoio à pecuária"
"360";1707405;7872,94;84972,668;"Administração, defesa, educação e saúde públicas e seguridade social"
"361";1707553;14654,18;56843,549;"Administração, defesa, educação e saúde públicas e seguridade social"
"362";1707652;28630,9;153232,602;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"363";1707702;10993,8;97767,858;"Administração, defesa, educação e saúde públicas e seguridade social"
"364";1708205;21418,63;400185,734;"Administração, defesa, educação e saúde públicas e seguridade social"
"365";1708254;52994,69;136938,275;"Comércio e reparação de veículos automotores e motocicletas"
"366";1708304;15144,24;78038,263;"Administração, defesa, educação e saúde públicas e seguridade social"
"367";1709005;11489,13;149048,531;"Administração, defesa, educação e saúde públicas e seguridade social"
"368";1709302;22811,12;584922,756;"Comércio e reparação de veículos automotores e motocicletas"
"369";1709500;25209,5;2155992,052;"Demais serviços"
"370";1709807;18720,03;36597,655;"Administração, defesa, educação e saúde públicas e seguridade social"
"371";1710508;12974,96;96741,305;"Administração, defesa, educação e saúde públicas e seguridade social"
"372";1710706;9896,42;59180,574;"Administração, defesa, educação e saúde públicas e seguridade social"
"373";1710904;18412,1;69450,452;"Administração, defesa, educação e saúde públicas e seguridade social"
"374";1711100;17394,34;42877,05;"Pecuária, inclusive apoio à pecuária"
"375";1711506;15142,41;57859,152;"Administração, defesa, educação e saúde públicas e seguridade social"
"376";1711803;15890,7;35420,368;"Administração, defesa, educação e saúde públicas e seguridade social"
"377";1711902;39290,31;503230,243;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"378";1711951;9163,15;38402,773;"Administração, defesa, educação e saúde públicas e seguridade social"
"379";1712009;20486,41;63343,983;"Administração, defesa, educação e saúde públicas e seguridade social"
"380";1712157;12707,78;23827,082;"Administração, defesa, educação e saúde públicas e seguridade social"
"381";1712405;9000,14;34083,523;"Administração, defesa, educação e saúde públicas e seguridade social"
"382";1712454;11110,76;33754,483;"Administração, defesa, educação e saúde públicas e seguridade social"
"383";1712504;23491,05;118723,776;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"384";1712702;48252,43;126131,863;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"385";1712801;9699,28;33064,838;"Administração, defesa, educação e saúde públicas e seguridade social"
"386";1713205;27317,54;520535,697;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"387";1713304;16295,83;218787,773;"Administração, defesa, educação e saúde públicas e seguridade social"
"388";1713601;20453,07;158920,373;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"389";1713700;16096,22;36441,848;"Administração, defesa, educação e saúde públicas e seguridade social"
"390";1713809;9815,28;64142,838;"Administração, defesa, educação e saúde públicas e seguridade social"
"391";1713957;12260,77;42998,513;"Administração, defesa, educação e saúde públicas e seguridade social"
"392";1714203;12299,64;114534,221;"Administração, defesa, educação e saúde públicas e seguridade social"
"393";1714302;10960,34;44498,969;"Administração, defesa, educação e saúde públicas e seguridade social"
"394";1714880;23044,47;269965,913;"Administração, defesa, educação e saúde públicas e seguridade social"
"395";1715002;11588,87;48708,002;"Administração, defesa, educação e saúde públicas e seguridade social"
"396";1715101;10800,03;46083,719;"Administração, defesa, educação e saúde públicas e seguridade social"
"397";1715150;11358,16;26725,752;"Administração, defesa, educação e saúde públicas e seguridade social"
"398";1715259;10706,17;28874,528;"Administração, defesa, educação e saúde públicas e seguridade social"
"399";1715507;17626,87;19565,821;"Administração, defesa, educação e saúde públicas e seguridade social"
"400";1715705;13964,04;81815,321;"Administração, defesa, educação e saúde públicas e seguridade social"
"401";1715754;14492,62;111404,763;"Administração, defesa, educação e saúde públicas e seguridade social"
"402";1716109;23756,02;1196353,021;"Demais serviços"
"403";1716208;20131,09;212624,62;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"404";1716307;15322,22;74358,72;"Administração, defesa, educação e saúde públicas e seguridade social"
"405";1716505;50129,16;666116,219;"Indústrias de transformação"
"406";1716604;46507,07;539063,473;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"407";1716653;13650,9;74438,373;"Administração, defesa, educação e saúde públicas e seguridade social"
"408";1716703;16952,4;142552,716;"Administração, defesa, educação e saúde públicas e seguridade social"
"409";1717008;10741,92;48553,471;"Administração, defesa, educação e saúde públicas e seguridade social"
"410";1717206;14908,39;45381,128;"Administração, defesa, educação e saúde públicas e seguridade social"
"411";1717503;18529,68;139639,687;"Administração, defesa, educação e saúde públicas e seguridade social"
"412";1717800;9605,82;44619,051;"Administração, defesa, educação e saúde públicas e seguridade social"
"413";1717909;9886,69;78589,28;"Administração, defesa, educação e saúde públicas e seguridade social"
"414";1718006;9271,25;28759,42;"Administração, defesa, educação e saúde públicas e seguridade social"
"415";1718204;49738,85;2627603,828;"Comércio e reparação de veículos automotores e motocicletas"
"416";1718303;8196,48;68563,554;"Administração, defesa, educação e saúde públicas e seguridade social"
"417";1718402;13325,59;49744,411;"Administração, defesa, educação e saúde públicas e seguridade social"
"418";1718451;18313,39;48530,483;"Administração, defesa, educação e saúde públicas e seguridade social"
"419";1718501;9660,9;40865,603;"Administração, defesa, educação e saúde públicas e seguridade social"
"420";1718550;9760,01;44905,805;"Administração, defesa, educação e saúde públicas e seguridade social"
"421";1718659;9216,1;18994,374;"Administração, defesa, educação e saúde públicas e seguridade social"
"422";1718709;15675,51;44048,17;"Administração, defesa, educação e saúde públicas e seguridade social"
"423";1718758;9388,07;61135,098;"Administração, defesa, educação e saúde públicas e seguridade social"
"424";1718808;8123,8;37198,884;"Administração, defesa, educação e saúde públicas e seguridade social"
"425";1718840;20240,37;69019,667;"Pecuária, inclusive apoio à pecuária"
"426";1718865;15228,8;112723,612;"Administração, defesa, educação e saúde públicas e seguridade social"
"427";1718881;11870,26;39836,579;"Administração, defesa, educação e saúde públicas e seguridade social"
"428";1718899;35707,78;83663,324;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"429";1718907;30126,67;145602,187;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"430";1719004;11275,22;31852,495;"Administração, defesa, educação e saúde públicas e seguridade social"
"431";1720002;12002,96;30607,545;"Administração, defesa, educação e saúde públicas e seguridade social"
"432";1720101;9426,17;49308,311;"Administração, defesa, educação e saúde públicas e seguridade social"
"433";1720150;11715,31;18404,753;"Administração, defesa, educação e saúde públicas e seguridade social"
"434";1720200;8551,96;101819,576;"Administração, defesa, educação e saúde públicas e seguridade social"
"435";1720259;10922,99;33686,505;"Administração, defesa, educação e saúde públicas e seguridade social"
"436";1720309;9293,44;44134,557;"Administração, defesa, educação e saúde públicas e seguridade social"
